Mass_RT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
915.5763_10.1	3190.361147	2150.058793	3416.888721	3596.893348	2759.940505	4414.365809	4213.304687	3678.314029	2661.743121	4531.145907	4130.285216	3666.026765	3263.958918	3463.224971	3040.019785	3797.952379	4004.63649	2477.187241	3959.170789	3295.644826	3285.30598	3911.487032	2647.431949	2967.203682	3980.234137	4422.520368	3513.994505	2322.15721	4026.607451	3313.248474	2886.279208	4270.061829	4080.813946	3547.462113	3519.505257	3802.848509	2472.122818	2577.290231	3934.289052	2989.144596	3619.506576	2979.401737	3781.541927	3648.081261	3021.456426	5335.868304	3961.133693	4078.380361	4813.136365	3865.540665	2505.382941	3994.453213	3177.279971	3860.750286	4730.006118	2798.111111	3095.631346	3435.403084	3887.650906	2745.392564	2042.355181	2910.299033	2896.277676	3744.463963	3813.72999	5168.3029	3006.717505	3450.951343	4089.974315	3820.792264	3963.281221	3545.060633	3666.212947	4499.465171	2579.316824	4158.361617	3516.030511	2832.090839	3925.980725	3493.906025	3352.307672	2546.091484	3456.985573	3700.674331	3540.939379	3787.884311	4695.845998	3088.41387	3017.282134	3498.586619	3266.451006	3134.344448	2181.545538	1925.000216	2901.593933	3520.483367	2727.978269	2935.01028	2272.420274	3492.435377	3575.226809	3742.489244	2997.374794	3833.132713	3106.530667	2667.990456	3797.644002	4015.49804	2017.583658	3557.638049
916.6912_13.24	8998.517937	5229.091384	7954.780882	19238.73484	42468.83341	51946.28276	23927.08557	6153.589222	5871.284708	28843.95939	25561.26627	18061.85406	6642.154683	16435.45231	17881.50956	10449.52394	26024.08064	15798.28289	17473.90707	12220.2759	15014.65619	19882.24537	12123.87534	3397.086635	21232.71356	17484.06995	10904.43185	10786.55155	14781.77055	19395.74964	15622.88009	13934.2096	6565.188222	6754.484984	7391.490094	12774.17582	7713.506877	14760.59521	12750.93241	9129.189148	61044.86523	17234.68307	12594.90002	18905.16974	6068.155214	12662.92607	5557.033619	26576.20804	21746.64571	14564.66278	8606.204955	10791.45772	22060.83744	7506.384148	14650.39844	8204.191842	11910.15387	37476.15719	7001.071496	10038.45441	9060.201465	9519.240404	13183.86948	21653.64626	25841.0532	11073.32914	13294.32656	12633.40922	10666.8061	22050.09413	30600.44581	21463.80197	14205.27631	21168.54848	15064.01125	45199.34605	26982.38933	5583.657565	8131.605806	7132.746498	11406.60627	9650.311256	23204.97059	19633.15962	20142.24166	19387.70128	20062.49956	20168.41457	16735.58315	24598.94526	6776.332703	11062.60732	8620.510723	12013.54213	9498.635843	19422.87229	14821.48703	7461.923615	22394.79267	9653.804375	9834.756146	17901.90425	14325.60062	6027.373367	5703.432132	18274.26942	22638.1095	50367.97213	8199.501375	11281.81632
919.7645_13.24	12027.78992	7104.421921	10350.21172	17004.83859	35351.60229	87421.95002	37759.57163	15427.52092	13091.67335	33061.99909	38621.95956	26554.73515	9085.558684	21249.63952	18358.00202	16306.9505	23535.14948	22436.73081	13614.66115	12543.56608	25735.99926	31516.52299	12381.19332	8755.162475	13956.20708	14851.88676	11936.5937	13589.12965	11652.10818	31274.29091	15012.69472	14519.02859	6124.764411	8222.419729	15734.06445	13886.9871	10714.53694	19284.25798	19910.21464	20695.48791	56938.12791	19838.22651	19013.36822	25044.18963	11864.0774	20378.52272	10419.70957	26391.45433	26128.11736	21333.32006	8321.975484	19326.30587	30866.81461	9708.379828	21464.78228	9589.760947	9533.056494	40603.62441	9904.376483	9283.467119	6885.14396	14360.59419	18045.87639	18179.66529	28854.89357	14495.43449	16822.18145	16103.39498	6813.268302	23893.97665	14075.35739	22304.86088	15447.18239	12479.17646	12377.0948	26257.39321	20918.06382	11388.44918	11899.39824	12170.9592	12094.83847	9842.41031	24897.40481	26040.86736	13645.99736	22421.16937	16701.19656	21744.82038	18770.59022	26606.72825	8629.657854	11248.56585	9221.66814	15343.48831	9445.21972	26456.3164	17373.21774	11092.61309	19294.68193	12737.19976	11868.67776	16955.84361	39024.27652	6931.284494	9027.472091	11138.18222	26195.72493	35737.31587	8692.599068	15147.04631
920.7234_13.92	72343.18486	44759.69877	84174.55087	97974.61838	145809.02	117023.9935	90840.40556	46968.97112	63974.36392	112158.4036	140260.3896	125728.2735	43902.03494	103634.0246	55246.14019	85674.14772	121625.9492	86117.1804	79899.31822	67202.32882	78884.60901	95916.25819	112712.5903	46250.57124	88233.05498	118867.4792	81432.27851	69257.13043	109765.8864	99850.28903	92715.33471	85144.23374	70645.69292	60272.92661	72807.65167	125914.5403	65952.61639	86371.9485	58425.74966	78137.08071	135190.1431	95150.97712	84880.24068	75317.73947	56360.26033	76401.00402	39109.19443	162923.4459	78050.45101	69863.15298	72584.51684	67634.18123	98568.54564	59203.31004	75159.05029	66682.99007	89498.25217	96427.48738	49698.23096	79404.41434	76342.28908	62846.92516	74630.46567	89001.37848	128925.4183	76620.64335	102344.6017	79157.43339	85473.1041	76038.34548	83678.55543	73248.51499	79667.83586	90216.98765	95402.84269	152427.4845	127125.4332	74432.0922	39309.21165	68285.41717	65628.11797	74547.22644	78094.72583	87318.54373	108597.1906	119430.3078	86807.95533	117361.8002	93559.20348	96346.36821	72980.32461	66628.2301	53894.4517	87158.96556	82660.78199	93017.49176	67048.05943	48059.70329	75959.60577	53175.15725	65325.65058	99482.90759	76230.04579	56316.35274	60874.61722	121262.703	76376.58642	126565.8273	71916.91231	68964.89814
921.7771_13.55	31735.89808	16023.3648	28629.9179	41391.67986	85558.05073	171087.094	82343.70293	26188.91101	26333.06588	79652.30618	70479.02369	61057.51504	16286.53088	59153.51388	40690.65323	43147.41461	61471.20724	43853.48341	26238.76087	25713.52617	60793.64307	75943.88726	30362.28813	16789.15935	33952.82918	31638.07613	30795.01726	42590.28616	27576.16012	72346.34286	31032.14205	25895.66409	16997.67891	23799.52079	29386.64664	29661.13136	24006.37035	43015.02759	39498.45061	39625.71997	105340.6131	39841.56757	35299.75064	47930.51634	20678.59326	51250.8312	20959.47566	81284.1184	46422.28075	42401.436	22523.06125	48305.63243	67603.55718	16980.83759	52528.21531	21621.6169	26187.76662	69213.48745	20367.10466	22450.36135	23741.08876	32029.54478	34627.9602	46735.11304	74854.23067	35063.41522	49122.36872	36849.2541	13813.83303	71428.10018	27363.21624	54729.87211	29470.46453	22199.61942	34359.15156	67196.54805	55272.34286	32238.75468	20231.27599	28160.37794	31486.38997	20258.02366	57730.39702	70629.77463	29671.62662	64254.61328	46365.00686	56308.07432	47794.78929	65862.42742	20790.12934	30561.40909	19388.11273	32441.59278	30474.24255	68130.48389	26109.3732	25324.9486	38109.17213	28164.28754	32275.85494	40456.46403	80083.75024	15055.65329	22535.23146	31312.06085	64270.91777	71418.66187	28744.17733	37720.92918
923.7916_13.74	14652.12376	13632.05373	22491.35924	25761.53517	22974.93475	62121.46637	32258.40941	13792.01975	16727.92377	50917.34247	60734.41751	39969.0657	11331.88805	25649.33674	13679.12295	17704.91428	33697.1572	50752.23119	17002.92485	19596.47191	21890.2309	48803.13957	33474.36407	7630.663474	12464.91745	29679.6212	24218.09231	12690.03825	26729.64902	40096.7999	36924.02928	30813.66645	14885.80078	10825.57003	22967.6748	24383.68791	17107.11455	37831.41887	19053.96573	41218.1517	23384.78114	38140.3062	37739.59047	22621.85139	15835.96727	23815.58429	18467.45344	26554.72941	38096.4604	18851.83986	10668.80172	21735.64246	21743.45292	22554.88501	21022.43153	22345.69526	20304.2387	35402.79849	12492.99899	19947.87416	11169.6904	16870.0524	26063.29694	32309.8741	54357.47706	23097.79007	30870.62768	28154.05641	21218.12755	21963.78813	25143.6818	19345.19447	29636.32205	23058.07998	16430.82133	61970.83973	56049.86189	15137.0082	23681.49313	23212.37932	16991.69238	23993.7073	23969.9057	23389.87439	32422.66874	35907.42872	45582.61687	59181.61308	20675.37095	21383.87486	12690.03487	19163.11818	22045.31163	30745.28311	15596.84009	36853.68587	22149.39636	13902.23779	22939.64771	24419.79226	18395.37549	39578.38052	43857.83672	15649.48223	14103.27552	26322.48132	15306.95203	41379.0449	8404.328612	16826.57812
925.8091_14.07	4604.676661	3788.457195	8268.661003	8408.033822	8237.019052	23812.85699	10679.32185	4621.862159	5438.372041	20128.55833	14263.29583	11162.71818	4028.659946	8646.370325	4809.106749	7538.321096	11648.98955	10642.98829	5576.547352	6138.167169	7385.632243	15448.97546	10501.71163	2446.594818	4324.251588	8532.47229	8763.276531	4614.890217	9081.230069	13019.94755	10492.80626	9658.78143	6309.348118	3553.495433	5012.629333	8193.869402	4341.531948	13446.68557	6028.780376	9485.883877	5528.937443	7518.363848	8950.35164	6200.385903	4102.677905	8337.481734	5255.171711	9070.622454	14030.50462	5214.120552	3668.684455	7488.005608	4990.008772	7239.227532	8231.629577	8273.304444	7734.227404	9677.352282	4422.929153	6199.542955	3855.495334	4504.465787	4849.393042	10180.22842	15970.08628	5747.351532	9816.711182	8015.511056	7844.993276	8513.41958	7842.231269	5695.222635	7302.442095	6570.49061	5714.129895	21292.91269	19471.83465	2946.754626	6952.32175	6348.052189	5100.24954	6683.155498	6530.484078	6248.29218	9606.388802	10276.66145	15197.48644	14985.00085	6238.540921	7518.729005	4251.551195	6204.542402	4797.649987	7328.560667	5727.866825	13010.84131	3452.132422	3587.66572	6609.059853	8006.884599	5554.147558	15356.93229	10312.88119	3978.182272	4045.399063	9525.294518	5587.04015	11422.70225	4186.709401	4840.593987
926.7342_13.54	2243.161184	1988.821275	2517.883671	3064.347542	2994.598707	6196.91047	4013.510218	2610.809185	2539.642494	5093.156868	7381.944549	5835.341582	1690.405284	3354.474067	2146.781577	2625.681148	3749.540456	5672.467266	2424.495118	2554.023257	3417.058138	5385.50232	3371.666282	1471.302493	1801.272131	3240.248034	2639.682609	1779.890781	2728.789555	5100.482407	3818.739318	3272.549127	1653.62948	1535.447374	3621.865695	2941.716627	2432.212508	4013.096492	2969.244224	5557.965789	3832.102959	4225.351192	4464.206302	3305.184461	2572.067153	3735.639266	2861.590669	3340.593472	3779.547737	2966.409738	1586.52302	3339.912558	3453.974713	2386.744723	3102.917731	2586.496048	2413.833628	5321.545909	1867.049161	2635.361659	1696.428099	3183.167402	4132.652863	3664.680451	6143.765705	3518.413257	4042.435623	3980.024162	2268.471522	2761.05894	2905.167391	3056.26711	3817.650948	2856.196537	2357.126749	4921.462207	5173.154285	3620.262124	3383.217229	3423.003761	2562.844108	2708.3465	3115.953165	3790.466653	3516.40907	4439.84762	4339.269279	5833.675442	3378.724513	2906.218123	2019.439674	2680.249724	2918.255256	3835.740234	2142.632678	4454.619987	3449.899519	2688.816112	3235.360417	3091.601304	2701.298136	4308.762169	8506.395071	2186.359398	2779.951688	2748.052039	2580.844952	4163.227029	1549.337628	2639.722059
927.8164_14.36	13028.02672	7396.492168	19565.86093	13056.44367	14583.99469	29722.67145	19999.13272	12985.95734	12974.76556	25719.67582	20797.70882	25462.60295	6713.933145	24215.8563	10907.78094	19046.89214	18835.48501	12396.06349	9227.148772	8224.882357	18661.11466	24811.37248	15470.67549	10237.47496	7950.146898	12960.3966	13514.78692	13403.75954	12546.34224	19700.8105	11263.42259	10871.30539	13741.87574	12022.84876	11368.44927	16772.4024	9806.290485	20149.96243	10598.23211	11543.649	11858.91633	11094.90918	12387.96154	9746.912509	8282.023217	19156.93212	7670.066977	31292.14167	14444.25618	10771.75669	11113.6697	15216.39458	14187.37487	7971.055983	15650.81545	12321.07267	13793.29878	15161.44821	9887.343545	11488.85785	12054.23155	10828.64784	9739.678375	15140.27229	30278.22723	14165.7354	23276.95672	13725.33307	9477.398921	19350.91334	7896.712438	11577.40465	9054.314926	8245.043938	12636.113	23957.47242	22803.88527	19888.13567	8102.044503	14321.34184	11625.08763	10687.63298	14348.58067	18867.82821	12273.89988	25503.22647	19200.13966	19592.13898	15458.34935	15380.53386	13320.29784	12502.38491	7467.799457	11688.55305	14171.55579	29340.25416	5836.113622	9363.159283	9599.104472	12213.36062	12976.68036	17849.08638	21217.00815	7160.034712	12305.58111	13858.94203	15589.09256	16981.22075	14834.63031	13005.02304
927.8229_13.19	2894.271097	1248.254796	1980.089204	4416.821788	3923.600963	14512.62204	7302.01981	1681.189275	1757.706769	12229.92323	5418.207036	4491.162423	3227.223091	5430.037507	4860.759863	3426.778497	4631.73785	3628.754291	5732.401762	3311.639461	3586.075797	6931.109958	2691.732194	924.9513296	3247.032551	3795.023388	3622.073424	2490.044058	2580.758777	6353.052739	4400.146672	4319.566293	2898.619198	1920.368833	1480.849188	2771.037496	2178.02336	8326.056033	6102.374162	2675.210473	2784.804211	2781.726017	2776.793334	5431.418011	1514.583524	4524.438991	1551.335774	5003.772289	10286.06665	3094.669397	2036.850415	4690.670403	2447.687499	4273.657611	6095.973629	4776.865806	2549.470284	6858.799401	2404.78203	2715.108033	2030.573989	2147.385438	2176.313714	7339.576569	7536.3841	2025.082956	3658.228833	4094.188633	2727.025597	5225.792709	7753.838575	5083.159902	2764.211319	4248.568325	3256.141654	10420.84743	11706.61854	1072.372696	2461.015898	1938.314604	2653.335709	2439.04794	5100.805136	3679.593646	5138.353073	4854.076438	6709.348398	5385.957793	3067.660118	4524.65269	1672.669321	3269.546179	1513.326561	2298.97181	2483.203537	7893.815305	1255.433216	2616.692302	3236.723992	3807.253824	3989.718938	5385.811138	6220.676366	1335.657514	1546.421319	2944.608582	4617.522013	8483.709833	2064.678003	1993.40547
929.8392_14.18	13261.81032	11132.80054	23146.40609	16353.63859	12548.46487	25954.96807	17317.80743	8910.555993	10217.27662	27630.13315	27787.19315	27746.85203	9113.399896	18331.36146	11238.58844	16083.78412	21921.26665	24873.29907	11429.90401	12812.20975	14991.56145	30227.09019	23454.02535	7580.972763	7726.467315	16763.4487	14842.96084	10843.40187	13300.58896	22829.76123	22385.15037	19016.64548	11272.08347	9278.164141	13993.5606	16481.36249	14754.02137	22713.41181	12348.6291	20428.41229	12062.41858	23270.43546	20745.6171	12619.42241	12100.55738	17225.05961	12469.68207	19033.60719	16358.60267	12755.64025	9322.34426	15151.03701	15614.72022	12867.39336	12649.77514	14469.93558	14068.98974	13893.01176	10033.4042	14003.58034	10258.6257	12948.79988	15300.59729	18690.76523	32218.41538	14674.27978	21492.41063	16862.16386	13584.96821	16399.26108	11603.8339	12713.99111	16719.64465	12353.78142	13608.15247	30117.97049	25127.81725	11067.85488	12330.50949	19347.22649	11534.66429	14503.74192	16055.24515	15262.80321	21570.48155	23489.76307	23889.04928	29613.65457	12799.36495	13233.15937	11703.13273	14162.85723	13106.88513	17893.53243	12100.79795	23418.13194	13636.76962	9442.244944	12717.23999	15265.33487	13060.63354	22173.09495	26601.13229	11210.97863	11976.50352	16414.22083	11298.5306	22421.31363	8517.39926	12483.53437
929.8397_14.93	6952.147916	4157.532433	11744.33382	6189.48428	5035.478835	18426.80389	11394.64019	6820.923911	6362.743179	15150.67912	12674.35899	13936.73183	4760.611649	13846.51836	6173.727929	11571.61728	7935.130723	6065.827808	6064.065452	4575.25972	9843.22704	14356.99428	7595.360226	4740.013983	4100.699956	8143.498715	7418.866266	7039.021204	5215.850025	8164.112153	6205.424223	7214.347619	9040.650078	6131.171718	6437.854667	7600.74408	4529.033901	11634.70394	6501.652108	6586.380658	5236.809509	5405.808042	6445.606925	4725.477516	5130.948933	12068.53508	4384.772739	15783.86085	11507.0268	5003.969589	5329.281329	9946.9211	6070.785052	6312.131727	8536.231575	9358.396308	6928.4607	7529.466013	6016.234653	5644.138533	6352.029189	4520.00864	4602.221858	7244.955012	19304.72059	6478.412228	11717.99087	6460.240982	4839.398681	8610.441064	4679.572116	4490.167628	4159.624767	4980.459345	4789.552181	12929.57875	15116.51617	7149.007161	5503.23997	6792.245294	7016.728318	5721.036361	5372.338964	6816.9465	5968.629362	10737.74243	12421.80926	9259.626782	6039.451209	5655.909823	6931.53077	5575.611584	4425.799132	5444.294834	6621.574557	20408.68613	3079.411121	4884.183952	3706.113634	6633.879271	6635.268918	8945.757462	10357.40803	3941.618414	5906.818854	5785.515436	5784.304032	8029.762702	8498.915282	5791.23433
929.84_13.51	10928.31876	5061.486264	8493.543856	16643.81736	10320.47084	44510.48938	25687.72271	6386.199353	7690.708128	47269.19319	20010.99286	19389.58654	11399.91577	22317.09865	18405.16823	14548.32774	17487.55969	16880.43079	18996.11095	13409.28395	13732.13549	33860.74559	12687.61597	3560.599571	9799.059433	13657.96838	13571.88984	10838.69209	9460.616352	23373.09843	18531.37315	17753.63323	13791.46315	7182.63442	8067.006251	10165.86207	8073.889753	33397.07042	18832.19937	12969.69297	5446.227156	11930.13048	11136.93471	15799.01474	5714.156159	19338.18312	6148.13236	19195.57107	35187.66024	10982.90323	7507.481735	19317.59501	8073.202838	18343.06489	22674.43317	19124.89959	9604.499831	22389.88888	8631.217663	11426.92208	7432.218491	7801.554731	8447.200695	26699.25689	32882.98399	7648.027833	17223.59153	15912.54598	9105.9302	18792.54392	18599.25967	15380.7344	9787.134837	11092.10065	10721.15546	36845.97591	45273.9573	4476.075485	9359.780531	8482.508433	9823.970285	10440.27857	17674.89689	13426.96044	19325.19041	19232.39227	28648.12878	25495.50306	11648.63917	14459.19458	7467.673355	14320.34661	6518.471612	11379.46958	9162.049654	30507.5488	4214.527741	9499.361027	11213.00289	13803.34136	14809.5798	22170.48128	24942.32503	5093.078492	6114.007807	10106.58841	14052.0298	25424.463	8033.941536	8181.534
930.7644_14.2	1871.30116	1855.306373	4063.787481	2965.223585	2407.953201	5082.042872	3173.308854	1587.550834	1866.641484	5018.269566	4982.569646	4090.624837	1434.411868	1964.295257	1338.150569	2286.246292	3780.32169	4126.045846	1495.411025	2130.926564	2457.52753	5093.885309	3857.778686	1109.250948	1285.054028	2849.48785	3094.688325	1604.035374	2928.73305	4397.340155	3763.791552	3000.699413	1700.897513	1423.755276	2415.037177	2942.439844	2504.021314	3453.987887	1734.96528	3820.014369	2319.929874	3881.770927	3949.984469	2186.148483	2020.183024	1806.938326	2489.914457	2730.637751	3238.971086	2193.123672	1460.680315	2730.804018	2630.275264	2164.333341	1713.348189	2349.261093	2760.059032	2561.722223	1628.225159	2324.81505	1509.367316	2116.834157	2327.896462	3321.92795	3882.3601	2715.089455	3552.858687	3162.511484	2696.478467	2429.202345	2012.920881	2071.232686	3161.683786	2270.927165	2370.287173	4910.910972	4182.307942	1611.142279	2477.284247	3413.507541	1822.665131	2659.191613	2675.781183	2316.938182	3532.19379	4038.269957	4304.884337	5606.728463	2078.50084	2528.14491	1647.944909	2416.091936	2164.72518	3188.209094	2080.385664	3329.12502	2119.436441	1379.795456	2319.65539	3040.83764	1907.927789	4054.169138	4295.680344	2042.795649	1921.451574	2999.958449	1736.695748	3047.210757	1169.133703	2035.043071
931.8559_13.88	21667.35239	10454.08785	25039.81401	30083.52325	13878.61432	77137.0357	45688.75977	13075.80322	18071.51319	80891.92957	36826.00888	42271.66492	23888.12505	47763.7502	36399.58042	32139.2838	32264.03723	35986.95359	36371.03929	25550.33677	26682.70444	68717.14129	28747.24449	8230.764022	15787.35576	28276.73567	26648.41797	23534.67703	17721.57174	39874.04133	36552.89277	40608.79757	38865.42549	15279.04643	18273.87889	19995.40648	15971.17957	70899.06818	31759.0486	32131.81224	8592.123135	25384.16739	21577.77252	24790.04012	11356.78533	40626.58244	14017.96374	36571.97267	72598.17353	17229.05332	15568.04258	43340.17858	13718.90503	43651.39349	39225.54433	48562.96197	20895.14697	36415.32161	20610.88059	23537.17687	18238.91283	14607.56523	16097.93206	48000.37823	62498.4035	14071.70113	40401.14444	31234.18355	19489.04718	34334.91126	27993.9313	21590.70877	17717.80578	17903.45137	17408.77773	63225.30706	86943.55429	10783.33483	22423.52164	18948.47045	20690.33465	23878.41275	28168.79612	20744.92075	34461.2227	35481.51366	60785.21545	47463.40483	22329.30288	21752.70682	18515.73489	29702.00863	16614.38064	24245.48046	17460.50276	63243.49783	9166.303549	18915.49301	16977.28496	27976.20032	29014.10742	45255.33248	45717.42359	11265.47988	14469.50633	17919.99528	22173.04055	45109.48362	18708.88089	16372.36324
933.8707_14.38	15767.53178	8216.704862	28162.36117	20885.61407	9788.230624	66378.25585	35697.86616	9623.933648	13333.87559	58382.7365	25803.93719	26876.11908	18800.32021	36028.36842	28157.4952	24045.76724	25575.26012	25090.5195	24362.65911	17821.26602	20121.57702	54478.34311	19840.38494	7652.257407	10349.93092	25319.8748	17183.03692	17269.93817	10947.84733	25420.56171	30026.82399	32912.7988	34161.47241	11896.01931	14575.87543	12423.5034	10756.89117	46617.79911	20888.88534	23388.47076	6295.160154	20191.54246	15274.70092	15916.00553	9364.644728	36579.48632	13231.40216	28723.53024	64457.40654	10485.96325	10926.074	37192.62904	10404.4261	36690.85878	24070.83981	44322.04072	15681.26295	21777.99223	19355.20294	13779.57026	18547.0428	10699.13891	12045.00835	34270.22676	46711.87323	9308.427693	34705.92811	21670.28005	13273.48728	26923.18141	17277.36527	11178.92676	11381.29552	13470.52758	10641.54015	44644.33299	59552.57879	10232.63912	22360.50319	14784.05896	17941.68354	18705.5631	14616.68035	11627.08018	21577.37137	23443.21111	48208.21789	27418.62442	15426.24427	12589.03546	15662.49585	20093.40277	15392.541	17707.98109	11203.12708	51806.23877	7630.738614	14169.60658	8430.520064	20867.08943	19799.39204	33610.52733	29315.17051	9444.199202	11246.86642	11941.22548	13791.67048	33376.14008	17627.32498	12728.98824
934.7004_13.25	19273.25346	12293.13738	18812.70023	33684.00247	59716.04343	98752.29228	49065.167	15139.35316	16005.38401	54903.877	57189.53786	36878.95073	16562.19961	37839.68372	31605.566	20986.01712	43062.5016	42840.68876	32071.84011	25029.06611	31552.75838	46540.75464	28649.3165	8275.207609	33113.5989	35056.54399	27524.36371	20680.74335	29049.34307	46081.42934	37185.40067	33106.97078	16079.93602	14634.62736	22534.62428	24581.16989	18187.00934	33733.64373	31921.69133	32899.47649	81421.15177	41121.68992	31600.62834	41221.43184	15311.89571	29996.84772	16050.75151	42279.58645	63413.47043	27412.55254	15920.75903	29824.25439	36171.89	25816.98224	28989.47485	25926.02049	22721.45427	66847.29818	15242.70871	19733.86492	15885.08579	19128.66498	26888.23942	43562.95858	47106.49079	22401.34874	27603.9845	29934.35333	19412.65766	36705.87916	51316.65373	36403.84948	27878.46126	36122.09872	24202.1677	76185.90689	58122.05171	12452.42352	23491.56015	17967.33641	24288.58743	21966.96792	39403.63436	30055.56413	35420.99769	37990.83799	42566.54207	43652.77307	30127.35155	38305.13278	12943.60676	22194.17373	19878.65156	29407.08162	18756.01604	43484.67999	26496.33739	16241.37146	36092.23056	23788.87842	21705.39822	37494.28532	35986.90491	12694.74346	12297.17275	30809.21025	33107.40656	77887.32874	14196.75619	20717.25331
935.8875_14.98	1823.29702	1348.293718	3050.077649	2005.637942	1311.601712	8209.925281	4900.585732	1375.056777	1509.231763	5468.241005	2532.476352	2135.437653	2354.543594	3692.032456	2464.536251	3113.447372	2081.074505	1830.424832	2534.074875	1794.862744	2020.274496	4442.036746	1658.370019	1198.564172	1459.045993	2351.906059	2090.506088	1795.851687	1463.526332	2078.821665	2506.187601	3436.334219	2667.390255	1500.869317	1530.408787	1364.863242	1356.270498	3189.819667	2606.669361	1751.447736	1308.502424	1759.196299	1678.860849	1703.527284	1402.434718	3991.70077	1558.218268	2578.851247	7469.25577	1358.726275	1463.080759	4033.339141	1480.509678	3478.846531	2852.029084	3757.02392	929.8202376	969.592302	1362.827212	1022.428342	944.5258176	1369.752895	735.931429	1771.130653	3281.985945	1397.515728	2014.619001	755.1723152	555.5108389	1703.761933	1935.686454	540.90366	564.2105708	1342.294921	421.1125212	2101.797054	5973.452404	602.8156128	1834.127914	901.1400999	1324.949947	866.5304374	223.3484321	85684.0272	977.3941475	870.6567407	2715.349747	834.2336852	490.1176499	199.7038379	936.8875863	1134.744856	815.1387625	572.2431988	530.6504081	4952.204023	457.8751005	790.9047877	545.1533192	1683.469614	827.8526412	2565.598163	1763.815475	730.2866322	872.6009557	466.4609544	565.2480509	1868.228379	2073.234581	687.4024185
936.6983_13.92	623.6666861	357.0361698	609.7586652	800.7824048	593.5274705	1705.906984	1128.329401	355.1695872	507.0140078	1522.658104	904.8828439	853.3238546	499.7701332	1162.409152	861.3146083	681.5686075	967.667824	898.9120965	640.0610344	566.9822206	894.7980544	1367.959487	723.0656894	319.1551862	484.5289177	691.2193875	688.4006321	725.2340735	489.5523699	931.7119093	860.623731	801.9320604	648.6307948	449.3201163	575.5814209	552.6909358	433.0842445	962.8553037	704.1363319	684.0583558	462.5797526	764.044102	624.8976596	686.7399568	371.2800427	920.9342334	349.6522297	972.6990338	1016.223411	579.7633159	465.7921972	893.2548695	593.4892553	629.4869821	950.3329455	804.8879435	545.4212642	784.9041711	469.8999368	597.4686818	567.8449621	518.0802572	582.552882	993.9590373	1277.915392	479.2873644	907.705408	774.7325506	405.6389828	1108.394989	638.0301706	712.946754	503.2743322	489.6428441	578.7217627	1636.616357	1349.119466	514.0752188	438.5818452	607.9070716	555.5551763	551.2150035	834.4766186	810.1592036	748.6010258	1021.462791	1092.957493	1216.862534	693.2656471	796.7150675	530.7576922	706.3814533	474.0262881	758.6805266	536.1858692	1159.335915	393.6412137	476.6579262	538.420664	636.3146711	689.4750855	881.4812701	995.0147613	350.1344766	444.1004814	566.3575151	799.4022131	1175.048325	494.1368646	660.5141204
938.6763_12.94	1373.795891	1543.662403	1273.774714	2415.153927	3294.132013	5892.699676	4651.163858	2872.916977	1873.580586	4215.751418	10211.67588	5616.273529	1357.296638	2886.944548	1550.881538	1525.761942	2688.828873	5136.577785	2539.386138	2015.98581	2460.576934	4272.447419	2192.764712	751.8410902	1572.645111	3059.668127	2236.898699	742.6697577	2764.391327	5089.52742	2912.188123	3289.810846	813.027336	896.412878	2767.077621	2622.73425	2151.501493	3312.047413	4141.045843	4879.252509	4407.369952	3145.539947	5461.565863	5499.492647	2605.375369	2359.348859	2702.067351	2667.846049	6972.724387	2748.442455	944.0327106	2262.37334	3309.316317	2399.935024	2345.615677	2674.027039	1907.283458	10819.4221	1293.115961	2061.929697	684.2185971	3077.061822	4415.61021	3271.820527	5272.548914	3633.081875	2645.364104	3748.330019	2084.950093	1421.860622	3836.915479	3060.873294	4229.256747	3861.257397	1769.834918	3426.779171	4642.954294	1727.285452	4332.304146	2365.410256	2050.771317	2399.98736	2407.617113	3047.264263	2930.731955	3329.719535	3057.968853	3928.823864	3304.761729	1942.961595	1098.979154	2002.316033	1875.568924	3151.946844	1284.786981	4435.562649	3849.675796	2417.42438	4130.846171	2764.369309	2215.53548	4073.11823	7862.777768	1443.324942	1674.26316	2202.404253	2169.201645	3564.230319	665.2020989	1493.626922
